Match_id,Half_id,Direction_id,Team,Player,Position_id,Event,Mins,Secs,X,Y,X2,Y2
20220613,1,1,Persita,DedeS,1,Play_in,0,0,2,50,-,-
20220613,1,1,Persita,Toha,2,Play_in,0,0,2,51,-,-
20220613,1,1,Persita,CFathoni,34,Play_in,0,0,3,50,-,-
20220613,1,1,Persita,Wamiau,34,Play_in,0,0,2,50,-,-
20220613,1,1,Persita,ASetiawan,5,Play_in,0,0,2,50,-,-
20220613,1,1,Persita,NelsonA,6,Play_in,0,0,3,51,-,-
20220613,1,1,Persita,SinYB,8,Play_in,0,0,2,50,-,-
20220613,1,1,Persita,Fahreza,10,Play_in,0,0,3,51,-,-
20220613,1,1,Persita,Ghozali,8,Play_in,0,0,2,50,-,-
20220613,1,1,Persita,Hersus,9,Play_in,0,0,3,50,-,-
20220613,1,1,Persita,Fergonzi,9,Play_in,0,0,3,51,-,-
20220613,1,2,PSIS,Aldhila,1,Play_in,0,0,97,50,-,-
20220613,1,2,PSIS,Fredyan,2,Play_in,0,0,96,49,-,-
20220613,1,2,PSIS,Syiha,34,Play_in,0,0,97,51,-,-
20220613,1,2,PSIS,WPrasetyo,34,Play_in,0,0,97,50,-,-
20220613,1,2,PSIS,FrendiS,5,Play_in,0,0,97,49,-,-
20220613,1,2,PSIS,GunturTA,6,Play_in,0,0,97,50,-,-
20220613,1,2,PSIS,EkaFebri,6,Play_in,0,0,97,50,-,-
20220613,1,2,PSIS,Octafianus,10,Play_in,0,0,97,50,-,-
20220613,1,2,PSIS,Fortes,9,Play_in,0,0,97,51,-,-
20220613,1,2,PSIS,Marukawa,11,Play_in,0,0,97,50,-,-
20220613,1,2,PSIS,HariNur,7,Play_in,0,0,97,50,-,-
20220613,1,1,Persita,Fergonzi,9,Kickoff_success,0,1,50,50,36,57
20220613,1,1,Persita,NelsonA,6,Pass_success,0,3,35,57,33,10
20220613,1,2,PSIS,HariNur,7,Pressure,0,5,35,8,-,-
20220613,1,1,Persita,ASetiawan,5,Pass_failed,0,7,32,10,67,8
20220613,1,2,PSIS,Fredyan,2,Intercept,0,7,67,8,-,-
20220613,1,2,PSIS,Fredyan,2,Pass_success,0,9,66,8,58,31
20220613,1,2,PSIS,EkaFebri,6,Pass_success,0,10,59,29,64,25
20220613,1,1,Persita,Hersus,9,Pressure,0,10,64,25,-,-
20220613,1,2,PSIS,GunturTA,6,Carry,0,13,64,25,64,29
20220613,1,1,Persita,Fahreza,10,Foul,0,13,64,30,-,-
20220613,1,2,PSIS,Syiha,34,FKpass_success,0,35,67,21,71,59
20220613,1,2,PSIS,WPrasetyo,34,Pass_success,0,38,71,61,59,78
20220613,1,1,Persita,Fergonzi,9,Pressure,0,39,58,77,-,-
20220613,1,2,PSIS,GunturTA,6,Pass_success,0,40,58,79,50,79
20220613,1,1,Persita,Fahreza,10,Pressure,0,40,49,77,-,-
20220613,1,2,PSIS,Marukawa,11,Carry,0,41,49,79,53,79
20220613,1,2,PSIS,Marukawa,11,Pass_success,0,42,53,78,64,75
20220613,1,2,PSIS,WPrasetyo,34,Pass_failed,0,45,64,75,52,39
20220613,1,1,Persita,Ghozali,8,Intercept,0,45,52,38,-,-
20220613,1,1,Persita,Ghozali,8,Ball_lost,0,46,59,26,-,-
20220613,1,2,PSIS,Fredyan,2,Recovery,0,46,59,26,-,-
20220613,1,1,Persita,Hersus,9,Pressure,0,48,64,43,-,-
20220613,1,2,PSIS,Fredyan,2,Pass_success,0,49,63,40,61,53
20220613,1,2,PSIS,GunturTA,6,Pass_success,0,52,58,57,42,68
20220613,1,2,PSIS,Octafianus,10,Pass_success,0,57,39,69,10,85
20220613,1,2,PSIS,FrendiS,5,Cross_failed,0,58,10,86,7,63
20220613,1,1,Persita,CFathoni,34,Clearance,1,0,7,63,-,-
20220613,1,2,PSIS,FrendiS,5,Aerial_win,1,1,12,79,-,-
20220613,1,1,Persita,NelsonA,6,Recovery,1,1,17,63,-,-
20220613,1,1,Persita,NelsonA,6,Ball_lost,1,3,22,62,-,-
20220613,1,2,PSIS,EkaFebri,6,Recovery,1,3,22,63,-,-
20220613,1,1,Persita,NelsonA,6,Pressure,1,3,20,62,-,-
20220613,1,1,Persita,Fahreza,10,Pressure,1,3,23,63,-,-
20220613,1,2,PSIS,EkaFebri,6,Pass_success,1,3,22,63,18,66
20220613,1,1,Persita,CFathoni,34,Pressure,1,4,15,66,-,-
20220613,1,2,PSIS,Octafianus,10,Carry,1,6,17,66,12,74
20220613,1,1,Persita,Toha,2,Pressure,1,6,11,72,-,-
20220613,1,2,PSIS,Octafianus,10,Pass_failed,1,6,11,75,10,70
20220613,1,1,Persita,CFathoni,34,Intercept,1,6,10,70,-,-
20220613,1,1,Persita,CFathoni,34,Ball_lost,1,9,2,83,-,-
20220613,1,2,PSIS,Marukawa,11,Recovery,1,9,2,84,-,-
20220613,1,1,Persita,CFathoni,34,Pressure,1,10,1,87,-,-
20220613,1,2,PSIS,Marukawa,11,Pass_success,1,12,1,90,10,92
20220613,1,1,Persita,Toha,2,Pressure,1,13,14,91,-,-
20220613,1,2,PSIS,Octafianus,10,Cross_failed,1,15,16,93,10,55
20220613,1,1,Persita,Wamiau,34,Clearance,1,17,10,55,-,-
20220613,1,1,Persita,Fergonzi,9,Pass_failed,1,18,33,56,46,52
20220613,1,2,PSIS,Syiha,34,Intercept,1,18,46,52,-,-
20220613,1,1,Persita,Hersus,9,Pressure,1,19,44,50,-,-
20220613,1,2,PSIS,Syiha,34,Pass_success,1,21,44,48,44,40
20220613,1,1,Persita,Ghozali,8,Pressure,1,21,43,40,-,-
20220613,1,2,PSIS,Fredyan,2,Pass_failed,1,21,45,40,39,48
20220613,1,1,Persita,Fahreza,10,Intercept,1,21,39,47,-,-
20220613,1,1,Persita,Fahreza,10,Pass_success,1,23,40,48,55,47
20220613,1,1,Persita,Fergonzi,9,Ball_lost,1,23,55,47,-,-
20220613,1,2,PSIS,Syiha,34,Recovery,1,24,52,46,-,-
20220613,1,2,PSIS,Syiha,34,Pass_success,1,25,52,46,52,54
20220613,1,1,Persita,Fahreza,10,Pressure,1,26,52,57,-,-
20220613,1,2,PSIS,GunturTA,6,Pass_failed,1,27,53,59,42,71
20220613,1,1,Persita,SinYB,8,Intercept,1,27,42,71,-,-
20220613,1,2,PSIS,Octafianus,10,Pressure,1,31,42,75,-,-
20220613,1,1,Persita,SinYB,8,Pass_success,1,31,40,76,42,62
20220613,1,2,PSIS,GunturTA,6,Pressure,1,32,43,62,-,-
20220613,1,1,Persita,NelsonA,6,Pass_success,1,33,41,62,25,70
20220613,1,2,PSIS,Fortes,9,Pressure,1,33,25,68,-,-
20220613,1,1,Persita,CFathoni,34,Carry,1,36,24,70,32,71
20220613,1,1,Persita,CFathoni,34,Pass_success,1,37,32,71,42,85
20220613,1,1,Persita,SinYB,8,Carry,1,39,42,86,47,86
20220613,1,1,Persita,SinYB,8,Pass_failed,1,41,47,86,72,54
20220613,1,2,PSIS,Syiha,34,Intercept,1,40,72,54,-,-
20220613,1,2,PSIS,Syiha,34,Pass_success,1,42,72,55,64,63
20220613,1,1,Persita,Fahreza,10,Pressure,1,43,65,62,-,-
20220613,1,2,PSIS,Octafianus,10,Pressure,1,39,50,82,-,-
20220613,1,2,PSIS,GunturTA,6,Pass_success,1,44,67,63,72,51
